LOCATION;INDICATOR;SUBJECT;MEASURE;FREQUENCY;TIME;Value;Flag Codes
MLT;GDP;TOT;USD_CAP;A;1995;1386948066;
MLT;GDP;TOT;USD_CAP;A;1996;1457556127;
MLT;GDP;TOT;USD_CAP;A;1997;1541907313;
MLT;GDP;TOT;USD_CAP;A;1998;1607958698;
MLT;GDP;TOT;USD_CAP;A;1999;1682791622;
MLT;GDP;TOT;USD_CAP;A;2000;1829122238;
MLT;GDP;TOT;USD_CAP;A;2001;1841604543;
MLT;GDP;TOT;USD_CAP;A;2002;195864042;
MLT;GDP;TOT;USD_CAP;A;2003;2078224364;
MLT;GDP;TOT;USD_CAP;A;2004;2134185627;
MLT;GDP;TOT;USD_CAP;A;2005;2226571912;
MLT;GDP;TOT;USD_CAP;A;2006;2322741045;
MLT;GDP;TOT;USD_CAP;A;2007;248924959;
MLT;GDP;TOT;USD_CAP;A;2008;2619323036;
MLT;GDP;TOT;USD_CAP;A;2009;2614131485;
MLT;GDP;TOT;USD_CAP;A;2010;2781150461;
MLT;GDP;TOT;USD_CAP;A;2011;2859722229;
MLT;GDP;TOT;USD_CAP;A;2012;2944152973;
MLT;GDP;TOT;USD_CAP;A;2013;310747561;
MLT;GDP;TOT;USD_CAP;A;2014;3334554666;
MLT;GDP;TOT;USD_CAP;A;2015;3614165085;
MLT;GDP;TOT;USD_CAP;A;2016;3831244702;
PER;GDP;TOT;USD_CAP;A;2007;8094796648;
PER;GDP;TOT;USD_CAP;A;2008;890519766;
PER;GDP;TOT;USD_CAP;A;2009;8969960922;
PER;GDP;TOT;USD_CAP;A;2010;9725916416;
PER;GDP;TOT;USD_CAP;A;2011;1043587132;
PER;GDP;TOT;USD_CAP;A;2012;1115405192;
PER;GDP;TOT;USD_CAP;A;2013;11863962;P
PER;GDP;TOT;USD_CAP;A;2014;1222591376;P
ROU;GDP;TOT;USD_CAP;A;1995;5454282149;
ROU;GDP;TOT;USD_CAP;A;1996;57793114;
ROU;GDP;TOT;USD_CAP;A;1997;5606716392;
ROU;GDP;TOT;USD_CAP;A;1998;5582847844;
ROU;GDP;TOT;USD_CAP;A;1999;56358104;
ROU;GDP;TOT;USD_CAP;A;2000;5880027482;
ROU;GDP;TOT;USD_CAP;A;2001;6492281103;
ROU;GDP;TOT;USD_CAP;A;2002;7197289004;
ROU;GDP;TOT;USD_CAP;A;2003;782090234;
ROU;GDP;TOT;USD_CAP;A;2004;9131028129;
ROU;GDP;TOT;USD_CAP;A;2005;9723506315;
ROU;GDP;TOT;USD_CAP;A;2006;1168758137;
ROU;GDP;TOT;USD_CAP;A;2007;1379265585;
ROU;GDP;TOT;USD_CAP;A;2008;1672666673;
ROU;GDP;TOT;USD_CAP;A;2009;164927842;
ROU;GDP;TOT;USD_CAP;A;2010;1696641435;
ROU;GDP;TOT;USD_CAP;A;2011;1790757097;
ROU;GDP;TOT;USD_CAP;A;2012;1892953064;B
ROU;GDP;TOT;USD_CAP;A;2013;1979228145;
ROU;GDP;TOT;USD_CAP;A;2014;2061554011;
ROU;GDP;TOT;USD_CAP;A;2015;2162716076;
ROU;GDP;TOT;USD_CAP;A;2016;2386305822;
MKD;GDP;TOT;USD_CAP;A;2000;615267377;E
MKD;GDP;TOT;USD_CAP;A;2001;6052425616;E
MKD;GDP;TOT;USD_CAP;A;2002;639518274;E
MKD;GDP;TOT;USD_CAP;A;2003;6588175479;E
MKD;GDP;TOT;USD_CAP;A;2004;7165458647;E
MKD;GDP;TOT;USD_CAP;A;2005;7848910192;E
MKD;GDP;TOT;USD_CAP;A;2006;868123662;E
MKD;GDP;TOT;USD_CAP;A;2007;9341944994;E
MKD;GDP;TOT;USD_CAP;A;2008;1052189866;E
MKD;GDP;TOT;USD_CAP;A;2009;1101223941;E
MKD;GDP;TOT;USD_CAP;A;2010;1136008941;E
MKD;GDP;TOT;USD_CAP;A;2011;1168991256;E
MKD;GDP;TOT;USD_CAP;A;2012;1191569772;E
MKD;GDP;TOT;USD_CAP;A;2013;1272731987;E
MKD;GDP;TOT;USD_CAP;A;2014;1343478213;E
MKD;GDP;TOT;USD_CAP;A;2015;1389196842;E
MKD;GDP;TOT;USD_CAP;A;2016;1487234666;E
ZMB;GDP;TOT;USD_CAP;A;2006;2393130563;
ZMB;GDP;TOT;USD_CAP;A;2007;2589991464;
ZMB;GDP;TOT;USD_CAP;A;2008;2768962578;
ZMB;GDP;TOT;USD_CAP;A;2009;296139133;
ZMB;GDP;TOT;USD_CAP;A;2010;3212440198;
ZMB;GDP;TOT;USD_CAP;A;2011;3361649639;
ZMB;GDP;TOT;USD_CAP;A;2012;3576374986;
ZMB;GDP;TOT;USD_CAP;A;2013;370151812;
ZMB;GDP;TOT;USD_CAP;A;2014;3826159388;
ZMB;GDP;TOT;USD_CAP;A;2015;3862229627;
