# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI);
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.;
# ;
# ;
# STN      LON(east)   LAT(north)     ALT(m)  NAME;
# 260:         5.180       52.100       1.90  DE BILT;
# ;
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag);
# TN       = Minimum temperatuur (in 0.1 graden Celsius);
# ;
# STN,YYYYMMDD,   TN;
# ;
  260,20090912,   84;
  260,20090913,   88;
  260,20090914,  121;
  260,20090915,  135;
  260,20090916,  120;
  260,20090917,   86;
  260,20090918,   62;
  260,20090919,  102;
  260,20090920,   88;
  260,20090921,   85;
  260,20090922,   90;
  260,20090923,  140;
  260,20090924,   66;
  260,20090925,   49;
  260,20090926,   42;
  260,20090927,   56;
  260,20090928,   72;
  260,20090929,  141;
  260,20090930,  134;
  260,20091001,   81;
  260,20091002,   92;
  260,20091003,  112;
  260,20091004,   51;
  260,20091005,   68;
  260,20091006,  120;
  260,20091007,  116;
  260,20091008,   45;
  260,20091009,   25;
  260,20091010,  100;
  260,20091011,   98;
  260,20091012,   60;
  260,20091013,   17;
  260,20091014,  -10;
  260,20091015,  -15;
  260,20091016,   82;
  260,20091017,   22;
  260,20091018,    5;
  260,20091019,   61;
  260,20091020,   41;
  260,20091021,   71;
  260,20091022,   67;
  260,20091023,   49;
  260,20091024,   72;
  260,20091025,  106;
  260,20091026,  111;
  260,20091027,  102;
  260,20091028,   86;
  260,20091029,  108;
  260,20091030,   81;
  260,20091031,   81;
  260,20091101,  117;
  260,20091102,   50;
  260,20091103,   32;
  260,20091104,   62;
  260,20091105,   66;
  260,20091106,   67;
  260,20091107,   22;
  260,20091108,    9;
  260,20091109,   43;
  260,20091110,   49;
  260,20091111,   50;
  260,20091112,   29;
  260,20091113,  101;
  260,20091114,  116;
  260,20091115,   67;
  260,20091116,   58;
  260,20091117,   89;
  260,20091118,   89;
  260,20091119,   87;
  260,20091120,   89;
  260,20091121,   98;
  260,20091122,   82;
  260,20091123,   83;
  260,20091124,   95;
  260,20091125,   91;
  260,20091126,   59;
  260,20091127,   54;
  260,20091128,   61;
  260,20091129,   76;
  260,20091130,   23;
  260,20091201,   -8;
  260,20091202,    1;
  260,20091203,   55;
  260,20091204,   30;
  260,20091205,   43;
  260,20091206,   76;
  260,20091207,   58;
  260,20091208,   23;
  260,20091209,   33;
  260,20091210,   87;
  260,20091211,   29;
  260,20091212,   22;
  260,20091213,  -20;
  260,20091214,  -49;
  260,20091215,  -68;
  260,20091216,  -74;
  260,20091217,  -25;
  260,20091218,  -61;
  260,20091219, -115;
  260,20091220,  -62;
  260,20091221,  -53;
  260,20091222,   -6;
  260,20091223,  -23;
  260,20091224,  -27;
  260,20091225,    2;
  260,20091226,   19;
  260,20091227,   26;
  260,20091228,  -25;
  260,20091229,  -14;
  260,20091230,   -3;
  260,20091231,   -5;
  260,20100101,  -63;
  260,20100102,  -64;
  260,20100103,  -65;
  260,20100104,  -54;
  260,20100105,  -30;
  260,20100106,  -52;
  260,20100107, -100;
  260,20100108, -107;
  260,20100109,  -49;
  260,20100110,  -10;
  260,20100111,   -9;
  260,20100112,  -42;
  260,20100113,  -50;
  260,20100114,  -30;
  260,20100115,    1;
  260,20100116,   -1;
  260,20100117,    8;
  260,20100118,    2;
  260,20100119,   19;
  260,20100120,   16;
  260,20100121,   19;
  260,20100122,    2;
  260,20100123,   -5;
  260,20100124,   -7;
  260,20100125,  -75;
  260,20100126, -101;
  260,20100127, -111;
  260,20100128,    9;
  260,20100129,   -3;
  260,20100130,  -16;
  260,20100131,   -5;
  260,20100201,  -41;
  260,20100202,   -6;
  260,20100203,  -11;
  260,20100204,   17;
  260,20100205,   25;
  260,20100206,   11;
  260,20100207,    2;
  260,20100208,  -45;
  260,20100209,  -50;
  260,20100210,  -55;
  260,20100211,  -53;
  260,20100212,  -65;
  260,20100213,  -43;
  260,20100214,  -46;
  260,20100215,  -53;
  260,20100216,  -32;
  260,20100217,  -45;
  260,20100218,   10;
  260,20100219,   10;
  260,20100220,  -32;
  260,20100221,  -45;
  260,20100222,   17;
  260,20100223,    8;
  260,20100224,   15;
  260,20100225,   68;
  260,20100226,   57;
  260,20100227,   43;
  260,20100228,   34;
  260,20100301,   11;
  260,20100302,  -18;
  260,20100303,  -32;
  260,20100304,  -13;
  260,20100305,  -46;
  260,20100306,  -25;
  260,20100307,  -50;
  260,20100308,  -51;
  260,20100309,  -38;
  260,20100310,  -27;
  260,20100311,  -12;
  260,20100312,   31;
  260,20100313,   28;
  260,20100314,   48;
  260,20100315,   48;
  260,20100316,   37;
  260,20100317,   27;
  260,20100318,   13;
  260,20100319,  100;
  260,20100320,  117;
  260,20100321,   20;
  260,20100322,    7;
  260,20100323,   42;
  260,20100324,   82;
  260,20100325,  104;
  260,20100326,   79;
  260,20100327,   78;
  260,20100328,   70;
  260,20100329,   75;
  260,20100330,   56;
  260,20100331,   39;
  260,20100401,   25;
  260,20100402,   21;
  260,20100403,   54;
  260,20100404,   27;
  260,20100405,   28;
  260,20100406,   50;
  260,20100407,   80;
  260,20100408,   33;
  260,20100409,   35;
  260,20100410,   41;
  260,20100411,   23;
  260,20100412,   38;
  260,20100413,   28;
  260,20100414,   27;
  260,20100415,   38;
  260,20100416,   15;
  260,20100417,   -9;
  260,20100418,   -1;
  260,20100419,   54;
  260,20100420,   53;
  260,20100421,   24;
  260,20100422,    7;
  260,20100423,  -20;
  260,20100424,    8;
  260,20100425,   43;
  260,20100426,   93;
  260,20100427,   50;
  260,20100428,   57;
  260,20100429,   93;
  260,20100430,   98;
  260,20100501,   63;
  260,20100502,   55;
  260,20100503,   54;
  260,20100504,   40;
  260,20100505,   11;
  260,20100506,   39;
  260,20100507,   58;
  260,20100508,   73;
  260,20100509,   50;
  260,20100510,   20;
  260,20100511,   44;
  260,20100512,   45;
  260,20100513,   39;
  260,20100514,   18;
  260,20100515,    5;
  260,20100516,   82;
  260,20100517,   58;
  260,20100518,   34;
  260,20100519,   51;
  260,20100520,   34;
  260,20100521,   96;
  260,20100522,   85;
  260,20100523,   82;
  260,20100524,  102;
  260,20100525,   81;
  260,20100526,   66;
  260,20100527,   67;
  260,20100528,   40;
  260,20100529,   44;
  260,20100530,   94;
  260,20100531,   98;
  260,20100601,   58;
  260,20100602,  104;
  260,20100603,   94;
  260,20100604,   93;
  260,20100605,   93;
  260,20100606,  124;
  260,20100607,  115;
  260,20100608,  115;
  260,20100609,  153;
  260,20100610,  159;
  260,20100611,   97;
  260,20100612,   81;
  260,20100613,   90;
  260,20100614,   97;
  260,20100615,   93;
  260,20100616,   83;
  260,20100617,  102;
  260,20100618,  108;
  260,20100619,   95;
  260,20100620,   98;
  260,20100621,   67;
  260,20100622,   43;
  260,20100623,   75;
  260,20100624,  104;
  260,20100625,  122;
  260,20100626,  106;
  260,20100627,  123;
  260,20100628,  127;
  260,20100629,  111;
  260,20100630,  142;
  260,20100701,  142;
  260,20100702,  205;
  260,20100703,  160;
  260,20100704,  145;
  260,20100705,  137;
  260,20100706,   90;
  260,20100707,   80;
  260,20100708,  132;
  260,20100709,  146;
  260,20100710,  165;
  260,20100711,  184;
  260,20100712,  169;
  260,20100713,  144;
  260,20100714,  173;
  260,20100715,  163;
  260,20100716,  150;
  260,20100717,  118;
  260,20100718,  102;
  260,20100719,  118;
  260,20100720,  137;
  260,20100721,  187;
  260,20100722,  125;
  260,20100723,  105;
  260,20100724,  126;
  260,20100725,  121;
  260,20100726,  125;
  260,20100727,  119;
  260,20100728,  144;
  260,20100729,  138;
  260,20100730,  135;
  260,20100731,  141;
  260,20100801,  128;
  260,20100802,  106;
  260,20100803,  107;
  260,20100804,  139;
  260,20100805,   91;
  260,20100806,   76;
  260,20100807,  144;
  260,20100808,  123;
  260,20100809,  123;
  260,20100810,  116;
  260,20100811,   96;
  260,20100812,   82;
  260,20100813,   95;
  260,20100814,  101;
  260,20100815,  153;
  260,20100816,  166;
  260,20100817,  151;
  260,20100818,  144;
  260,20100819,  132;
  260,20100820,  143;
  260,20100821,  175;
  260,20100822,  174;
  260,20100823,  168;
  260,20100824,  135;
  260,20100825,  136;
  260,20100826,  135;
  260,20100827,  101;
  260,20100828,   86;
  260,20100829,   97;
  260,20100830,  101;
  260,20100831,   67;
  260,20100901,   59;
  260,20100902,   62;
  260,20100903,   76;
  260,20100904,   70;
  260,20100905,   72;
  260,20100906,   90;
  260,20100907,  108;
  260,20100908,  123;
  260,20100909,  112;
  260,20100910,  112;
  260,20100911,  149;
  260,20100912,   95;
  260,20100913,   78;
  260,20100914,  135;
  260,20100915,  104;
  260,20100916,   90;
  260,20100917,   86;
  260,20100918,   74;
  260,20100919,   83;
  260,20100920,  126;
  260,20100921,   97;
  260,20100922,   87;
  260,20100923,  117;
  260,20100924,  122;
  260,20100925,   78;
  260,20100926,   44;
  260,20100927,   43;
  260,20100928,   85;
  260,20100929,   58;
  260,20100930,   65;
  260,20101001,   60;
  260,20101002,  122;
  260,20101003,  147;
  260,20101004,  130;
  260,20101005,  136;
  260,20101006,  123;
  260,20101007,   97;
  260,20101008,  111;
  260,20101009,   95;
  260,20101010,   71;
  260,20101011,   46;
  260,20101012,   51;
  260,20101013,   28;
  260,20101014,   23;
  260,20101015,   76;
  260,20101016,   42;
  260,20101017,  -10;
  260,20101018,  -18;
  260,20101019,   68;
  260,20101020,   35;
  260,20101021,   29;
  260,20101022,   67;
  260,20101023,   48;
  260,20101024,   29;
  260,20101025,    0;
  260,20101026,   -1;
  260,20101027,   67;
  260,20101028,   89;
  260,20101029,   59;
  260,20101030,   69;
  260,20101031,   54;
  260,20101101,   50;
  260,20101102,   83;
  260,20101103,  107;
  260,20101104,  145;
  260,20101105,   94;
  260,20101106,   74;
  260,20101107,    8;
  260,20101108,    3;
  260,20101109,   42;
  260,20101110,   24;
  260,20101111,   34;
  260,20101112,   98;
  260,20101113,   88;
  260,20101114,   84;
  260,20101115,    2;
  260,20101116,  -11;
  260,20101117,    6;
  260,20101118,   40;
  260,20101119,   42;
  260,20101120,   41;
  260,20101121,   27;
  260,20101122,   18;
  260,20101123,   15;
  260,20101124,    4;
  260,20101125,    1;
  260,20101126,  -28;
  260,20101127,  -44;
  260,20101128,  -52;
  260,20101129,  -45;
  260,20101130,  -37;
  260,20101201,  -78;
  260,20101202,  -79;
  260,20101203,  -97;
  260,20101204,  -63;
  260,20101205,  -11;
  260,20101206,  -33;
  260,20101207,  -38;
  260,20101208,  -47;
  260,20101209,  -24;
  260,20101210,  -10;
  260,20101211,   60;
  260,20101212,  -34;
  260,20101213,  -65;
  260,20101214,  -59;
  260,20101215,  -57;
  260,20101216,  -27;
  260,20101217,  -56;
  260,20101218,  -60;
  260,20101219,  -57;
  260,20101220, -111;
  260,20101221,  -85;
  260,20101222,  -29;
  260,20101223,  -22;
  260,20101224,  -24;
  260,20101225,  -33;
  260,20101226,  -59;
  260,20101227,  -16;
  260,20101228,   -3;
  260,20101229,  -16;
  260,20101230,  -55;
  260,20101231,    6;
  260,20110101,   -3;
  260,20110102,   -7;
  260,20110103,  -36;
  260,20110104,   -1;
  260,20110105,  -15;
  260,20110106,   33;
  260,20110107,   -5;
  260,20110108,   49;
  260,20110109,   10;
  260,20110110,  -25;
  260,20110111,   -3;
  260,20110112,   29;
  260,20110113,   83;
  260,20110114,   75;
  260,20110115,   70;
  260,20110116,   80;
  260,20110117,   50;
  260,20110118,   19;
  260,20110119,   14;
  260,20110120,  -28;
  260,20110121,  -38;
  260,20110122,   22;
  260,20110123,   23;
  260,20110124,   45;
  260,20110125,    7;
  260,20110126,   -4;
  260,20110127,  -31;
  260,20110128,  -49;
  260,20110129,  -56;
  260,20110130,  -53;
  260,20110131,  -29;
  260,20110201,  -33;
  260,20110202,   22;
  260,20110203,   39;
  260,20110204,   65;
  260,20110205,  103;
  260,20110206,   84;
  260,20110207,   71;
  260,20110208,  -28;
  260,20110209,  -37;
  260,20110210,   36;
  260,20110211,   47;
  260,20110212,   31;
  260,20110213,   34;
  260,20110214,   44;
  260,20110215,   35;
  260,20110216,   20;
  260,20110217,    6;
  260,20110218,    4;
  260,20110219,    6;
  260,20110220,  -24;
  260,20110221,  -46;
  260,20110222,  -64;
  260,20110223,  -23;
  260,20110224,    9;
  260,20110225,   51;
  260,20110226,   60;
  260,20110227,   13;
  260,20110228,   10;
  260,20110301,   12;
  260,20110302,  -14;
  260,20110303,  -25;
  260,20110304,  -37;
  260,20110305,   -7;
  260,20110306,  -28;
  260,20110307,  -29;
  260,20110308,  -13;
  260,20110309,   43;
  260,20110310,   43;
  260,20110311,   10;
  260,20110312,    7;
  260,20110313,   91;
  260,20110314,   83;
  260,20110315,   79;
  260,20110316,   47;
  260,20110317,   45;
  260,20110318,   45;
  260,20110319,  -17;
  260,20110320,  -28;
  260,20110321,  -29;
  260,20110322,  -12;
  260,20110323,   25;
  260,20110324,    0;
  260,20110325,   36;
  260,20110326,    7;
  260,20110327,   -6;
  260,20110328,  -19;
  260,20110329,  -25;
  260,20110330,    3;
  260,20110331,   92;
  260,20110401,   99;
  260,20110402,   90;
  260,20110403,   92;
  260,20110404,   82;
  260,20110405,   70;
  260,20110406,  103;
  260,20110407,   60;
  260,20110408,   35;
  260,20110409,   56;
  260,20110410,   44;
  260,20110411,   45;
  260,20110412,   56;
  260,20110413,   12;
  260,20110414,   14;
  260,20110415,   22;
  260,20110416,   24;
  260,20110417,   76;
  260,20110418,   30;
  260,20110419,   75;
  260,20110420,   56;
  260,20110421,   63;
  260,20110422,   92;
  260,20110423,   99;
  260,20110424,   89;
  260,20110425,   78;
  260,20110426,   71;
  260,20110427,   94;
  260,20110428,  109;
  260,20110429,  101;
  260,20110430,   98;
  260,20110501,   69;
  260,20110502,   53;
  260,20110503,   22;
  260,20110504,    3;
  260,20110505,    0;
  260,20110506,   51;
  260,20110507,  109;
  260,20110508,  158;
  260,20110509,  110;
  260,20110510,  101;
  260,20110511,   90;
  260,20110512,   83;
  260,20110513,   80;
  260,20110514,   74;
  260,20110515,   84;
  260,20110516,  110;
  260,20110517,  107;
  260,20110518,  115;
  260,20110519,   60;
  260,20110520,   40;
  260,20110521,   48;
  260,20110522,  107;
  260,20110523,  103;
  260,20110524,   99;
  260,20110525,   59;
  260,20110526,  116;
  260,20110527,   95;
  260,20110528,   95;
  260,20110529,  125;
  260,20110530,   91;
  260,20110531,   95;
  260,20110601,   49;
  260,20110602,   52;
  260,20110603,  122;
  260,20110604,  138;
  260,20110605,  132;
  260,20110606,  116;
  260,20110607,  114;
  260,20110608,  111;
  260,20110609,   72;
  260,20110610,   57;
  260,20110611,   59;
  260,20110612,   47;
  260,20110613,  137;
  260,20110614,  103;
  260,20110615,   98;
  260,20110616,  126;
  260,20110617,  112;
  260,20110618,  107;
  260,20110619,  118;
  260,20110620,  111;
  260,20110621,  144;
  260,20110622,  146;
  260,20110623,  123;
  260,20110624,  105;
  260,20110625,  117;
  260,20110626,  162;
  260,20110627,  158;
  260,20110628,  192;
  260,20110629,  114;
  260,20110630,   88;
  260,20110701,   95;
  260,20110702,   86;
  260,20110703,   90;
  260,20110704,   98;
  260,20110705,   92;
  260,20110706,  111;
  260,20110707,  118;
  260,20110708,  133;
  260,20110709,  122;
  260,20110710,   97;
  260,20110711,   93;
  260,20110712,  135;
  260,20110713,  127;
  260,20110714,  125;
  260,20110715,  128;
  260,20110716,  129;
  260,20110717,  134;
  260,20110718,  139;
  260,20110719,  116;
  260,20110720,  145;
  260,20110721,  125;
  260,20110722,  126;
  260,20110723,  113;
  260,20110724,  110;
  260,20110725,   71;
  260,20110726,  133;
  260,20110727,  125;
  260,20110728,  150;
  260,20110729,  127;
  260,20110730,  131;
  260,20110731,   80;
  260,20110801,   61;
  260,20110802,  115;
  260,20110803,  141;
  260,20110804,  127;
  260,20110805,  154;
  260,20110806,  143;
  260,20110807,  137;
  260,20110808,  130;
  260,20110809,  118;
  260,20110810,   93;
  260,20110811,  154;
  260,20110812,  134;
  260,20110813,  134;
  260,20110814,  138;
  260,20110815,  116;
  260,20110816,  124;
  260,20110817,  134;
  260,20110818,  136;
  260,20110819,   93;
  260,20110820,   93;
  260,20110821,  121;
  260,20110822,  122;
  260,20110823,  151;
  260,20110824,  147;
  260,20110825,  103;
  260,20110826,  147;
  260,20110827,  116;
  260,20110828,  114;
  260,20110829,   92;
  260,20110830,   82;
  260,20110831,   86;
  260,20110901,   61;
  260,20110902,   74;
  260,20110903,  119;
  260,20110904,  147;
  260,20110905,  122;
  260,20110906,  137;
  260,20110907,  128;
  260,20110908,  125;
  260,20110909,  156;
  260,20110910,  151;
  260,20110911,  148;
  260,20110912,  143;
  260,20110913,  116;
  260,20110914,  113;
  260,20110915,   90;
  260,20110916,   73;
  260,20110917,  120;
  260,20110918,   76;
  260,20110919,   67;
  260,20110920,  114;
  260,20110921,  141;
  260,20110922,   92;
  260,20110923,   78;
  260,20110924,   63;
  260,20110925,   71;
  260,20110926,  115;
  260,20110927,  103;
  260,20110928,   89;
  260,20110929,  123;
  260,20110930,  105;
  260,20111001,   88;
  260,20111002,   77;
  260,20111003,   99;
  260,20111004,  154;
  260,20111005,  157;
  260,20111006,   83;
  260,20111007,   82;
  260,20111008,   72;
  260,20111009,   60;
  260,20111010,  163;
  260,20111011,  133;
  260,20111012,   98;
  260,20111013,   33;
  260,20111014,   19;
  260,20111015,    4;
  260,20111016,   29;
  260,20111017,   46;
  260,20111018,   80;
  260,20111019,   45;
  260,20111020,   25;
  260,20111021,   16;
  260,20111022,   21;
  260,20111023,   34;
  260,20111024,   51;
  260,20111025,   85;
  260,20111026,   76;
  260,20111027,   71;
  260,20111028,   87;
  260,20111029,   73;
  260,20111030,  119;
  260,20111031,  108;
  260,20111101,   91;
  260,20111102,   97;
  260,20111103,  114;
  260,20111104,  124;
  260,20111105,   72;
  260,20111106,   77;
  260,20111107,   90;
  260,20111108,   48;
  260,20111109,   52;
  260,20111110,   27;
  260,20111111,   48;
  260,20111112,   33;
  260,20111113,    6;
  260,20111114,  -11;
  260,20111115,  -12;
  260,20111116,  -15;
  260,20111117,   -9;
  260,20111118,   24;
  260,20111119,   -4;
  260,20111120,   -5;
  260,20111121,   -2;
  260,20111122,   -9;
  260,20111123,   48;
  260,20111124,   67;
  260,20111125,   75;
  260,20111126,   47;
  260,20111127,   66;
  260,20111128,    7;
  260,20111129,   49;
  260,20111130,   50;
  260,20111201,   49;
  260,20111202,   47;
  260,20111203,   53;
  260,20111204,   51;
  260,20111205,   35;
  260,20111206,   34;
  260,20111207,   39;
  260,20111208,   41;
  260,20111209,   25;
  260,20111210,   10;
  260,20111211,   15;
  260,20111212,   49;
  260,20111213,   52;
  260,20111214,   35;
  260,20111215,   35;
  260,20111216,   16;
  260,20111217,   11;
  260,20111218,    5;
  260,20111219,   -1;
  260,20111220,    8;
  260,20111221,   47;
  260,20111222,   62;
  260,20111223,   61;
  260,20111224,   53;
  260,20111225,   69;
  260,20111226,  102;
  260,20111227,   77;
  260,20111228,   57;
  260,20111229,   47;
  260,20111230,   38;
  260,20111231,   37;
  260,20120101,  102;
  260,20120102,   46;
  260,20120103,   48;
  260,20120104,   54;
  260,20120105,   49;
  260,20120106,   42;
  260,20120107,   51;
  260,20120108,   55;
  260,20120109,   65;
  260,20120110,   22;
  260,20120111,   75;
  260,20120112,   52;
  260,20120113,   37;
  260,20120114,   -1;
  260,20120115,  -21;
  260,20120116,  -44;
  260,20120117,  -53;
  260,20120118,  -18;
  260,20120119,   50;
  260,20120120,   24;
  260,20120121,   34;
  260,20120122,   50;
  260,20120123,   29;
  260,20120124,    0;
  260,20120125,   29;
  260,20120126,   36;
  260,20120127,   14;
  260,20120128,  -11;
  260,20120129,  -17;
  260,20120130,  -27;
  260,20120131,  -66;
  260,20120201,  -79;
  260,20120202,  -88;
  260,20120203, -159;
  260,20120204, -189;
  260,20120205, -102;
  260,20120206, -146;
  260,20120207, -153;
  260,20120208,  -89;
  260,20120209,  -97;
  260,20120210, -108;
  260,20120211, -119;
  260,20120212,  -98;
  260,20120213,   -5;
  260,20120214,   31;
  260,20120215,   40;
  260,20120216,   40;
  260,20120217,   45;
  260,20120218,   35;
  260,20120219,  -12;
  260,20120220,  -34;
  260,20120221,   28;
  260,20120222,   52;
  260,20120223,   60;
  260,20120224,   20;
  260,20120225,    1;
  260,20120226,   54;
  260,20120227,   33;
  260,20120228,   76;
  260,20120229,   82;
  260,20120301,   83;
  260,20120302,   60;
  260,20120303,   63;
  260,20120304,   29;
  260,20120305,   42;
  260,20120306,    1;
  260,20120307,   -5;
  260,20120308,   25;
  260,20120309,   41;
  260,20120310,   76;
  260,20120311,   46;
  260,20120312,   11;
  260,20120313,   70;
  260,20120314,    5;
  260,20120315,  -16;
  260,20120316,   27;
  260,20120317,   57;
  260,20120318,   24;
  260,20120319,  -19;
  260,20120320,   34;
  260,20120321,   12;
  260,20120322,   51;
  260,20120323,   56;
  260,20120324,   46;
  260,20120325,   39;
  260,20120326,   20;
  260,20120327,   16;
  260,20120328,   29;
  260,20120329,   42;
  260,20120330,   71;
  260,20120331,   10;
  260,20120401,  -23;
  260,20120402,   22;
  260,20120403,   17;
  260,20120404,   54;
  260,20120405,   17;
  260,20120406,  -11;
  260,20120407,   20;
  260,20120408,   -4;
  260,20120409,   68;
  260,20120410,   75;
  260,20120411,   41;
  260,20120412,   21;
  260,20120413,   23;
  260,20120414,   18;
  260,20120415,   36;
  260,20120416,  -14;
  260,20120417,  -24;
  260,20120418,   38;
  260,20120419,   41;
  260,20120420,   46;
  260,20120421,   51;
  260,20120422,   60;
  260,20120423,   64;
  260,20120424,   69;
  260,20120425,   63;
  260,20120426,   92;
  260,20120427,   98;
  260,20120428,   89;
  260,20120429,   75;
  260,20120430,   50;
  260,20120501,  104;
  260,20120502,   93;
  260,20120503,  110;
  260,20120504,   70;
  260,20120505,   68;
  260,20120506,   49;
  260,20120507,   20;
  260,20120508,   97;
  260,20120509,  136;
  260,20120510,  152;
  260,20120511,   73;
  260,20120512,   27;
  260,20120513,    9;
  260,20120514,   36;
  260,20120515,   76;
  260,20120516,   23;
  260,20120517,   16;
  260,20120518,   94;
  260,20120519,  114;
  260,20120520,  125;
  260,20120521,  133;
  260,20120522,  147;
  260,20120523,  135;
  260,20120524,  169;
  260,20120525,  148;
  260,20120526,  142;
  260,20120527,  122;
  260,20120528,  112;
  260,20120529,   88;
  260,20120530,   84;
  260,20120531,  121;
  260,20120601,   69;
  260,20120602,   46;
  260,20120603,   82;
  260,20120604,   64;
  260,20120605,   33;
  260,20120606,   98;
  260,20120607,  118;
  260,20120608,  110;
  260,20120609,  113;
  260,20120610,   97;
  260,20120611,  129;
  260,20120612,  106;
  260,20120613,   54;
  260,20120614,   37;
  260,20120615,  111;
  260,20120616,  133;
  260,20120617,  101;
  260,20120618,   86;
  260,20120619,   72;
  260,20120620,  125;
  260,20120621,  140;
  260,20120622,  127;
  260,20120623,  122;
  260,20120624,  119;
  260,20120625,  105;
  260,20120626,   77;
  260,20120627,  156;
  260,20120628,  139;
  260,20120629,  162;
  260,20120630,  151;
  260,20120701,  122;
  260,20120702,  118;
  260,20120703,  139;
  260,20120704,  158;
  260,20120705,  155;
  260,20120706,  135;
  260,20120707,  123;
  260,20120708,  151;
  260,20120709,  138;
  260,20120710,  138;
  260,20120711,  129;
  260,20120712,  114;
  260,20120713,  129;
  260,20120714,  131;
  260,20120715,  118;
  260,20120716,  136;
  260,20120717,  155;
  260,20120718,  151;
  260,20120719,  114;
  260,20120720,   91;
  260,20120721,   75;
  260,20120722,   62;
  260,20120723,  104;
  260,20120724,  107;
  260,20120725,  133;
  260,20120726,  157;
  260,20120727,  159;
  260,20120728,  155;
  260,20120729,  114;
  260,20120730,  113;
  260,20120731,  123;
  260,20120801,  118;
  260,20120802,  126;
  260,20120803,  122;
  260,20120804,  140;
  260,20120805,  131;
  260,20120806,  152;
  260,20120807,  143;
  260,20120808,  124;
  260,20120809,  100;
  260,20120810,   76;
  260,20120811,   93;
  260,20120812,  126;
  260,20120813,  140;
  260,20120814,  152;
  260,20120815,  144;
  260,20120816,  135;
  260,20120817,  151;
  260,20120818,  159;
  260,20120819,  176;
  260,20120820,  162;
  260,20120821,  149;
  260,20120822,  157;
  260,20120823,  135;
  260,20120824,  130;
  260,20120825,  153;
  260,20120826,  105;
  260,20120827,   97;
  260,20120828,  116;
  260,20120829,  102;
  260,20120830,  134;
  260,20120831,   91;
  260,20120901,   66;
  260,20120902,  102;
  260,20120903,  117;
  260,20120904,   97;
  260,20120905,  125;
  260,20120906,  112;
  260,20120907,  123;
  260,20120908,  118;
  260,20120909,   91;
  260,20120910,  130;
  260,20120911,   93;
  260,20120912,   90;
  260,20120913,   83;
  260,20120914,  112;
  260,20120915,   82;
  260,20120916,   71;
  260,20120917,  143;
  260,20120918,   83;
  260,20120919,   48;
  260,20120920,   46;
  260,20120921,   97;
  260,20120922,   37;
  260,20120923,   22;
  260,20120924,   97;
  260,20120925,  112;
  260,20120926,  108;
  260,20120927,   97;
  260,20120928,   98;
  260,20120929,  101;
  260,20120930,   79;
  260,20121001,  100;
  260,20121002,  128;
  260,20121003,  104;
  260,20121004,  100;
  260,20121005,   98;
  260,20121006,   33;
  260,20121007,   26;
  260,20121008,   15;
  260,20121009,   20;
  260,20121010,   20;
  260,20121011,   17;
  260,20121012,   82;
  260,20121013,   75;
  260,20121014,   63;
  260,20121015,   74;
  260,20121016,   88;
  260,20121017,   70;
  260,20121018,  130;
  260,20121019,  131;
  260,20121020,  134;
  260,20121021,  115;
  260,20121022,  123;
  260,20121023,  117;
  260,20121024,  107;
  260,20121025,   86;
  260,20121026,    1;
  260,20121027,  -16;
  260,20121028,  -28;
  260,20121029,   54;
  260,20121030,   32;
  260,20121031,   35;
  260,20121101,   62;
  260,20121102,   48;
  260,20121103,   33;
  260,20121104,   12;
  260,20121105,   34;
  260,20121106,   -3;
  260,20121107,   94;
  260,20121108,   90;
  260,20121109,   79;
  260,20121110,   80;
  260,20121111,   67;
  260,20121112,   46;
  260,20121113,   71;
  260,20121114,   10;
  260,20121115,    0;
  260,20121116,   18;
  260,20121117,   19;
  260,20121118,  -12;
  260,20121119,  -15;
  260,20121120,   60;
  260,20121121,   33;
  260,20121122,   58;
  260,20121123,   29;
  260,20121124,    6;
  260,20121125,   75;
  260,20121126,   52;
  260,20121127,   20;
  260,20121128,   -3;
  260,20121129,   10;
  260,20121130,  -28;
  260,20121201,   26;
  260,20121202,  -15;
  260,20121203,  -11;
  260,20121204,   -1;
  260,20121205,  -12;
  260,20121206,  -31;
  260,20121207,  -12;
  260,20121208,  -83;
  260,20121209,   18;
  260,20121210,   -3;
  260,20121211,  -19;
  260,20121212,   -5;
  260,20121213,  -26;
  260,20121214,    3;
  260,20121215,   69;
  260,20121216,   45;
  260,20121217,   42;
  260,20121218,   41;
  260,20121219,   41;
  260,20121220,   26;
  260,20121221,   26;
  260,20121222,   67;
  260,20121223,   99;
  260,20121224,   74;
  260,20121225,   74;
  260,20121226,   63;
  260,20121227,   45;
  260,20121228,   20;
  260,20121229,   92;
  260,20121230,   57;
  260,20121231,   87;
  260,20130101,   49;
  260,20130102,   41;
  260,20130103,   76;
  260,20130104,   83;
  260,20130105,   74;
